strain	clade
Brazil/RJ-314/2020	G
Brazil/SPBR-06/2020	G
Brazil/GO0106/2020	G
Brazil/RJ0116/2020	G
Brazil/MG0101/2020	G
Brazil/RS0107/2020	G
Brazil/SPBR-01/2020	G
Belgium/VBK-03061/2020	G
Belgium/VI-03027/2020	G
Brazil/DF-615i/2020	G
Brazil/DF-619i/2020	G
Brazil/RJ-477i/2020	G
Brazil/DF-891/2020	G
Brazil/RJ-763/2020	G
Brazil/DF-862/2020	G
Brazil/AL-837/2020	G
Brazil/DF-861/2020	G
Brazil/BA-510/2020	G
Brazil/ES-225/2020	D
Cambodia/0012/2020	D
Brazil/RJ-818/2020	G
Brazil/RJ-872/2020	G
Brazil/SC-766/2020	D
Brazil/SC-769/2020	G
Canada/BC_4143842/2020	D
Canada/BC_4143868/2020	D
Belgium/VPE-030650/2020	D
Brazil/RJ-352/2020	D
Brazil/RJ0113/2020	D
Brazil/AMBR-02/2020	D
Canada/BC_13297/2020	D
Canada/BC_5282984/2020	D
Canada/BC_25211/2020	D
Canada/BC_65034/2020	D
Canada/BC_66353/2020	D
Canada/BC_35720/2020	D
Canada/BC_7493713/2020	G
USA/WA-UW15/2020	D
USA/WA-UW205/2020	D
USA/WA-UW31/2020	D
USA/WA-UW209/2020	D
USA/WA-UW249/2020	D
USA/WA-UW32/2020	D
USA/WA-UW320/2020	D
USA/WA-UW315/2020	D
USA/WA-UW300/2020	D
USA/WA-UW246/2020	D
USA/WA-UW50/2020	D
USA/WA-UW212/2020	D
USA/WA-UW384/2020	D
USA/WA-UW37/2020	D
USA/WA-UW261/2020	D
USA/WA-UW208/2020	D
USA/WA-UW341/2020	D
USA/WA-UW145/2020	D
USA/WA-UW385/2020	D
USA/WA-UW150/2020	D
USA/WA-UW167/2020	D
USA/WA-UW189/2020	D
USA/WA-UW177/2020	D
USA/WA-UW336/2020	D
USA/WA-UW372/2020	D
USA/WA-UW46/2020	D
USA/WA-UW340/2020	D
USA/WA-UW305/2020	D
USA/WA-UW229/2020	D
USA/WA-UW44/2020	D
USA/WA-UW148/2020	D
USA/WA-UW172/2020	D
USA/WA-UW152/2020	D
USA/WA-UW355/2020	D
USA/WA-UW171/2020	D
USA/WA-UW375/2020	D
USA/WA-UW164/2020	D
USA/WA-UW298/2020	D
USA/WA-UW34/2020	D
USA/WA-UW325/2020	D
USA/WA-UW51/2020	D
USA/WA-UW54/2020	D
USA/WA-UW16/2020	D
USA/WA-UW262/2020	D
USA/WA-UW222/2020	D
USA/WA-UW56/2020	D
USA/WA-UW52/2020	D
USA/WA-UW293/2020	D
USA/WA-UW221/2020	D
USA/WA-UW292/2020	D
USA/WA-UW339/2020	D
USA/WA-UW332/2020	D
USA/WA-UW24/2020	D
USA/WA-UW284/2020	D
USA/WA-UW27/2020	D
USA/WA-UW198/2020	D
USA/WA-UW316/2020	D
USA/WA-UW180/2020	D
USA/WA-UW23/2020	D
USA/WA-UW369/2020	D
USA/WA-UW289/2020	D
USA/WA-UW274/2020	D
USA/WA-UW59/2020	D
USA/WA-UW225/2020	D
USA/WA-UW239/2020	D
USA/WA-UW373/2020	D
USA/WA-UW57/2020	D
USA/WA-UW278/2020	D
USA/WA-UW201/2020	D
USA/WA-UW204/2020	D
USA/WA-UW253/2020	D
USA/WA-UW147/2020	D
USA/WA-UW173/2020	D
USA/WA-UW176/2020	D
USA/WA-UW183/2020	D
USA/WA-UW184/2020	D
USA/WA-UW26/2020	D
USA/WA-UW235/2020	D
USA/WA-UW162/2020	D
USA/WA-UW279/2020	D
USA/WA-UW154/2020	D
USA/WA-UW231/2020	D
USA/WA-UW378/2020	D
USA/WA-UW218/2020	D
USA/WA-UW371/2020	D
USA/WA-UW321/2020	D
USA/WA-UW232/2020	D
USA/WA-UW361/2020	D
USA/WA-UW390/2020	D
USA/WA-UW41/2020	D
USA/WA-UW236/2020	D
USA/WA-UW245/2020	D
USA/WA-UW163/2020	D
USA/WA-UW206/2020	D
USA/WA-UW314/2020	D
USA/WA-UW157/2020	D
USA/WA-UW342/2020	D
USA/WA-UW363/2020	D
USA/WA-UW153/2020	G
USA/WA-UW357/2020	G
USA/WA-UW187/2020	G
USA/WA-UW160/2020	G
USA/WA-UW192/2020	G
USA/WA-UW186/2020	G
USA/WA-UW169/2020	G
USA/WA-UW313/2020	G
USA/WA-UW155/2020	G
USA/WA-UW170/2020	G
USA/WA-UW386/2020	G
USA/WA-UW240/2020	G
USA/WA-UW191/2020	G
USA/WA-UW291/2020	G
USA/WA-UW366/2020	G
USA/WA-UW241/2020	G
USA/WA-UW337/2020	G
USA/WA-UW296/2020	G
USA/WA-UW356/2020	G
USA/WA-UW269/2020	G
USA/WA-UW252/2020	G
USA/WA-UW389/2020	G
USA/WA-UW282/2020	G
USA/WA-UW307/2020	G
USA/WA-UW308/2020	G
USA/WA-UW227/2020	G
USA/WA-UW365/2020	G
USA/WA-UW168/2020	D
USA/WA-UW197/2020	D
USA/WA-UW295/2020	D
USA/WA-UW324/2020	D
USA/WA-UW322/2020	G
USA/WA-UW297/2020	D
USA/WA-UW287/2020	G
USA/WA-UW310/2020	G
USA/WA-UW200/2020	D
USA/WA-UW263/2020	D
USA/WA-UW281/2020	D
USA/WA-UW286/2020	D
USA/WA-UW302/2020	D
USA/WA-UW317/2020	D
USA/WA-UW30/2020	D
USA/WA-UW58/2020	D
USA/WA-UW275/2020	D
USA/WA-UW19/2020	D
USA/WA-UW301/2020	D
USA/WA-UW318/2020	D
USA/WA-UW346/2020	G
USA/WA-UW182/2020	D
USA/WA-UW387/2020	D
USA/WA-UW304/2020	D
USA/WA-UW283/2020	G
Scotland/EDB034/2020	D
Scotland/EDB044/2020	D
Scotland/EDB045/2020	D
Scotland/EDB090/2020	D
Scotland/EDB091/2020	D
Scotland/EDB095/2020	D
Scotland/EDB055/2020	D
Scotland/EDB066/2020	D
Scotland/EDB071/2020	D
Scotland/EDB074/2020	D
Scotland/EDB092/2020	D
Scotland/EDB110/2020	D
Scotland/EDB075/2020	D
Scotland/EDB107/2020	D
Scotland/EDB191/2020	D
Scotland/EDB054/2020	D
Scotland/EDB023/2020	D
Scotland/EDB039/2020	G
Scotland/EDB089/2020	D
Scotland/EDB097/2020	D
Scotland/EDB050/2020	D
Scotland/EDB027/2020	D
Scotland/EDB046/2020	D
Scotland/EDB052/2020	D
Scotland/EDB029/2020	D
Scotland/EDB204/2020	D
Scotland/EDB037/2020	D
Scotland/EDB063/2020	D
Scotland/EDB002/2020	D
Scotland/EDB012/2020	D
Scotland/EDB015/2020	D
Scotland/EDB222/2020	D
Scotland/EDB003/2020	G
Scotland/EDB013/2020	G
Scotland/EDB004/2020	G
Scotland/EDB014/2020	G
Scotland/EDB020/2020	G
Scotland/EDB025/2020	G
Scotland/EDB026/2020	G
Scotland/EDB031/2020	G
Scotland/EDB032/2020	G
Scotland/EDB049/2020	G
Scotland/EDB022/2020	G
Scotland/EDB024/2020	G
Scotland/EDB021/2020	G
Scotland/EDB018/2020	G
Scotland/EDB028/2020	G
Scotland/EDB030/2020	G
Scotland/EDB035/2020	G
Scotland/EDB118/2020	G
Scotland/EDB186/2020	G
Scotland/EDB192/2020	G
Scotland/EDB057/2020	G
Scotland/EDB083/2020	G
Scotland/EDB016/2020	G
Scotland/EDB017/2020	G
Scotland/EDB051/2020	G
Scotland/EDB038/2020	G
Scotland/EDB005/2020	G
Scotland/EDB008/2020	G
Scotland/EDB168/2020	G
Scotland/EDB148/2020	G
Scotland/EDB009/2020	G
Scotland/EDB019/2020	G
Scotland/EDB101/2020	G
Scotland/EDB006/2020	G
Scotland/EDB011/2020	G
Scotland/EDB149/2020	G
Scotland/EDB065/2020	G
Scotland/EDB085/2020	G
Scotland/EDB036/2020	G
Scotland/EDB081/2020	G
Scotland/EDB103/2020	G
Scotland/EDB214/2020	G
Scotland/EDB216/2020	G
Scotland/EDB218/2020	G
Scotland/EDB181/2020	G
Scotland/EDB212/2020	G
Scotland/EDB194/2020	G
Scotland/EDB219/2020	G
Scotland/EDB084/2020	G
Scotland/EDB161/2020	G
Scotland/EDB162/2020	G
Scotland/EDB070/2020	G
Scotland/EDB198/2020	G
Scotland/EDB082/2020	G
Scotland/EDB067/2020	G
Scotland/EDB124/2020	G
Scotland/EDB125/2020	G
Scotland/EDB122/2020	G
Scotland/EDB150/2020	G
Scotland/EDB132/2020	G
Scotland/EDB142/2020	G
Scotland/EDB058/2020	G
Scotland/EDB113/2020	G
Scotland/EDB151/2020	G
Scotland/EDB073/2020	G
Scotland/EDB087/2020	G
Scotland/EDB114/2020	G
Scotland/EDB130/2020	G
Scotland/EDB189/2020	G
Scotland/EDB144/2020	G
Scotland/EDB111/2020	G
Scotland/EDB109/2020	G
Scotland/EDB156/2020	G
Scotland/EDB202/2020	D
Scotland/EDB197/2020	G
Scotland/EDB128/2020	G
Scotland/EDB041/2020	G
Scotland/EDB183/2020	G
Scotland/EDB096/2020	G
Scotland/EDB047/2020	D
Scotland/EDB048/2020	D
Scotland/EDB053/2020	D
Scotland/EDB102/2020	D
Scotland/EDB068/2020	D
Scotland/EDB157/2020	D
Scotland/EDB182/2020	D
Scotland/EDB131/2020	D
Scotland/EDB093/2020	D
Scotland/EDB106/2020	D
Scotland/EDB108/2020	D
Scotland/EDB086/2020	D
Scotland/EDB199/2020	D
Scotland/EDB185/2020	D
Scotland/EDB056/2020	G
Scotland/EDB098/2020	G
Scotland/EDB099/2020	G
Scotland/EDB120/2020	G
Scotland/EDB119/2020	G
Scotland/EDB145/2020	G
Scotland/EDB155/2020	G
Scotland/EDB188/2020	G
Scotland/EDB100/2020	G
Scotland/EDB171/2020	G
Scotland/EDB007/2020	G
Scotland/EDB033/2020	G
Scotland/EDB042/2020	G
Scotland/EDB193/2020	G
Scotland/EDB146/2020	G
Scotland/CVR79/2020	G
Scotland/CVR83/2020	G
Scotland/CVR85/2020	G
Scotland/CVR97/2020	G
Scotland/CVR91/2020	G
Scotland/CVR89/2020	D
Scotland/CVR99/2020	D
Scotland/CVR90/2020	G
Scotland/CVR80/2020	D
Scotland/CVR96/2020	D
England/20124001202/2020	D
England/20124003902/2020	D
England/200990660/2020	G
England/20124020802/2020	G
England/20126009504/2020	G
England/20100004706/2020	G
England/20100004806/2020	G
England/20129014204/2020	G
England/20110000606/2020	G
England/20126006702/2020	G
England/20119026102/2020	G
England/20126003902/2020	G
England/20128002004/2020	G
England/20128002204/2020	G
England/20100005406/2020	G
England/20100121006/2020	G
England/20100121007/2020	G
England/20126002004/2020	G
England/09c/2020	D
England/200940527/2020	D
England/200990724/2020	D
England/200990725/2020	D
England/20129015102/2020	D
England/200960515/2020	D
England/20129034704/2020	D
England/200990006/2020	D
England/20100077906/2020	D
England/20100122106/2020	D
England/20114099003/2020	D
England/20124034702/2020	D
England/20128014506/2020	D
England/20109039306/2020	D
England/20126036102/2020	D
England/20118066603/2020	D
England/20109060106/2020	D
England/20124022802/2020	D
England/20129012704/2020	D
England/20109050806/2020	D
England/20109094006/2020	D
England/20129064904/2020	D
England/20126025304/2020	D
England/20126103604/2020	D
England/20129018904/2020	D
England/20128015004/2020	D
England/20129015004/2020	D
England/20116078703/2020	D
England/20099038206/2020	G
England/20128034302/2020	G
England/20129039902/2020	G
England/20104008702/2020	G
England/20102000206/2020	G
England/20129035504/2020	G
England/20106004902/2020	G
England/200990723/2020	G
England/20120033002/2020	G
England/20104013703/2020	G
England/20126028406/2020	G
England/20124094506/2020	G
England/20126096602/2020	G
England/20129001304/2020	G
England/20126012506/2020	G
England/20108034006/2020	G
England/20109098806/2020	G
England/20128034402/2020	G
England/20129059204/2020	G
England/20129059304/2020	G
England/20109053606/2020	G
England/200641094/2020	D
England/200690245/2020	D
England/200690306/2020	D
England/200690300/2020	D
England/20129071104/2020	D
England/200690756/2020	D
England/20109058906/2020	D
England/20129079904/2020	D
England/20110059306/2020	D
England/20128032802/2020	D
England/20129032104/2020	D
England/200960041/2020	D
England/200990002/2020	D
England/20102088002/2020	D
England/20129071204/2020	G
England/20129085704/2020	G
England/20128003506/2020	D
England/20129016004/2020	D
England/20102087902/2020	D
England/20110005006/2020	D
England/20126003302/2020	D
England/20129013104/2020	D
England/20118044606/2020	D
England/20126032802/2020	D
England/01/2020	D
England/02/2020	D
DRC/KN-13/2020	G
England/20124020402/2020	G
England/20126007002/2020	G
DRC/KN-0070/2020	G
DRC/KN-0072/2020	G
Denmark/SSI-09/2020	G
Denmark/SSI-02/2020	G
Denmark/SSI-03/2020	G
Denmark/SSI-101/2020	G
Denmark/SSI-05/2020	G
England/20102000506/2020	G
Denmark/SSI-104/2020	G
England/20129057604/2020	G
Denmark/SSI-04/2020	G
Denmark/SSI-01/2020	G
Ecuador/HGSQ-USFQ-018/2020	G
England/20100022706/2020	G
England/20126012604/2020	G
England/20128018804/2020	G
England/20124037302/2020	G
England/20128010006/2020	G
England/20128011006/2020	D
England/20128036304/2020	D
England/20129063804/2020	D
England/20128046202/2020	G
England/20129000104/2020	G
England/20100001406/2020	D
England/20129017104/2020	G
England/20126000604/2020	G
England/20108004803/2020	G
England/20128041604/2020	G
England/20099107406/2020	G
England/20128009404/2020	G
England/20104002606/2020	G
England/20122099003/2020	G
England/20109053406/2020	G
England/20129034504/2020	D
England/20126104604/2020	G
England/20129036804/2020	G
England/20128036904/2020	G
DRC/KN-0060/2020	G
England/20124011302/2020	D
England/20124013202/2020	D
England/20124101302/2020	D
England/20126004502/2020	G
England/200981386/2020	G
England/20102000106/2020	D
England/20126010004/2020	D
England/20126000304/2020	G
England/20126002504/2020	D
England/20110000806/2020	D
England/20106005303/2020	G
Denmark/SSI-102/2020	G
England/20126002404/2020	D
England/20108006603/2020	D
England/20129062604/2020	G
Ecuador/HEE-01/2020	D
Argentina/C3013/2020	G
Argentina/C1374/2020	G
Argentina/C121/2020	G
Australia/NSW01/2020	D
Australia/NSW04/2020	D
Australia/NSW03/2020	D
Australia/NSW05/2020	D
Australia/NSW07/2020	D
Australia/NSW15/2020	D
Australia/NSW26/2020	D
Australia/NSW21/2020	D
Australia/NSW18/2020	D
Australia/NSW19/2020	D
Australia/NSW06/2020	D
Australia/NSW24/2020	D
Australia/NSW02/2020	D
Australia/NSW25/2020	D
Australia/NSW27/2020	G
Australia/NSW08/2020	D
Australia/NSW10/2020	D
Australia/NSW09/2020	D
Australia/NSW12/2020	D
Australia/NSW11/2020	D
Australia/NSW14/2020	D
Australia/NSW13/2020	D
Australia/NSW100/2020	D
Australia/NSW101/2020	D
Australia/NSW219/202	D
Australia/NSW102/2020	G
Australia/NSW103/2020	G
Australia/NSW104/2020	G
Australia/NSW105/2020	G
Australia/NSW106/2020	G
Australia/NSW107/2020	G
Australia/NSW108/2020	G
Australia/NSW109/2020	G
Australia/NSW110/2020	G
Australia/NSW111/2020	G
Australia/NSW112/2020	G
Australia/NSW113/2020	G
Australia/NSW114/2020	G
Australia/NSW115/2020	G
Australia/NSW116/2020	G
Australia/NSW117/2020	G
Australia/NSW118/2020	G
Australia/NSW119/2020	G
Australia/NSW120/2020	G
Australia/NSW121/2020	G
Australia/NSW122/2020	G
Australia/NSW123/2020	G
Australia/NSW124/2020	G
Australia/NSW125/2020	G
Australia/NSW126/2020	G
Australia/NSW127/2020	G
Australia/NSW128/2020	G
Australia/NSW129/2020	G
Australia/NSW130/2020	G
Australia/NSW131/2020	G
Australia/NSW132/2020	G
Australia/NSW133/2020	G
Australia/NSW134/2020	G
Australia/NSW135/2020	G
Australia/NSW136/2020	G
Australia/NSW137/2020	G
Australia/NSW138/2020	G
Australia/NSW139/2020	G
Australia/NSW140/2020	G
Australia/NSW141/2020	G
Australia/NSW142/2020	G
Australia/NSW143/2020	G
Australia/NSW144/2020	G
Australia/NSW145/2020	G
Australia/NSW146/2020	G
Australia/NSW147/2020	G
Australia/NSW148/2020	G
Australia/NSW149/2020	G
Australia/NSW150/2020	G
Australia/NSW151/2020	G
Australia/NSW152/2020	G
Australia/NSW153/2020	G
Australia/NSW154/2020	G
Australia/NSW155/2020	G
Australia/NSW156/2020	G
Australia/NSW157/2020	G
Australia/NSW158/2020	G
Australia/NSW159/2020	G
Australia/NSW160/2020	G
Australia/NSW161/2020	G
Australia/NSW162/2020	G
Australia/NSW163/2020	G
Australia/NSW164/2020	G
Australia/NSW165/2020	G
Australia/NSW171/2020	G
Australia/NSW166/2020	G
Australia/NSW167/2020	G
Australia/NSW168/2020	G
Australia/NSW169/2020	D
Australia/NSW218/2020	D
Australia/NSW170/2020	G
Australia/NSW217/2020	D
Australia/NSW22/2020	D
Australia/NSW23/2020	D
Australia/NSW173/2020	D
Australia/NSW174/2020	D
Australia/NSW175/2020	D
Australia/NSW176/2020	D
Algeria/G0638_2264/2020	G
Algeria/G0860_2262/2020	G
Algeria/G0640_2265/2020	G
Australia/NSW177/2020	D
Australia/NSW178/2020	D
Australia/NSW179/2020	D
Australia/NSW180/2020	D
Australia/NSW181/2020	D
Australia/NSW182/2020	D
Australia/NSW183/2020	D
Australia/NSW184/2020	D
Australia/NSW185/2020	D
Australia/NSW186/2020	D
Australia/NSW187/2020	D
Australia/NSW188/2020	D
Australia/NSW190/2020	D
Australia/NSW191/2020	D
Australia/NSW193/2020	D
Australia/NSW199/2020	D
Australia/NSW198/2020	D
Australia/NSW189/2020	D
Australia/NSW192/2020	D
Australia/NSW194/2020	D
Australia/NSW195/2020	D
Australia/NSW196/2020	D
Australia/NSW197/2020	D
Australia/NSW200/2020	D
Australia/NSW201/2020	D
Australia/NSW202/2020	D
Australia/NSW203/2020	D
Australia/NSW204/2020	D
Australia/NSW205/2020	D
Australia/NSW206/2020	D
Australia/NSW207/2020	D
Australia/NSW208/2020	D
Australia/NSW209/2020	D
Australia/NSW210/2020	D
Australia/NSW211/2020	D
Australia/NSW212/2020	D
Australia/NSW213/2020	D
Australia/NSW214/2020	D
Australia/NSW215/2020	D
Australia/NSW216/2020	D
Anhui/SZ005/2020	D
USA/CA-SCCPHD-UC16/2020	D
USA/CA-PC101P/2020	G
USA/CT-Yale-006/2020	G
USA/CT-Yale-040/2020	G
USA/CT-Yale-020/2020	G
USA/CT-Yale-044/2020	G
USA/CT-Yale-046/2020	G
USA/CT-Yale-014/2020	G
USA/CT-Yale-017/2020	other
USA/CT-Yale-029/2020	G
USA/CT-Yale-035/2020	G
USA/CT-Yale-027/2020	G
USA/CT-Yale-031/2020	G
USA/CT-Yale-036/2020	G
USA/CT-Yale-018/2020	G
USA/CT-Yale-043/2020	G
USA/CT-Yale-021/2020	G
USA/CT-Yale-013/2020	G
USA/CT-Yale-024/2020	G
USA/CT-Yale-047/2020	G
USA/CA-CDPH-UC26/2020	G
USA/AZ-TG271856/2020	G
USA/AZ_4811/2020	G
USA/AZ-TG271866/2020	G
USA/AZ-TG271868/2020	G
USA/AZ-TG270152/2020	G
USA/AZ-TG270200/2020	G
USA/AZ-TG272213/2020	G
USA/AZ-TG271591/2020	G
USA/AZ-TG271870/2020	G
USA/AZ-TG273280/2020	G
USA/AZ-TG273282/2020	G
USA/AZ-TG271892/2020	G
USA/AZ-TG271902/2020	G
USA/AZ-TG271578/2020	G
USA/AZ-TG271880/2020	G
USA/AZ-TG271884/2020	G
USA/AZ-TG272215/2020	G
USA/AZ-TG273294/2020	G
USA/AZ-TG273300/2020	G
USA/AZ-TG273302/2020	G
USA/AZ-TG273308/2020	G
USA/AZ-TG273314/2020	G
USA/AZ-TG271882/2020	G
USA/AZ-TG271888/2020	G
USA/AZ-TG271922/2020	G
USA/AZ-TG271894/2020	G
USA/AZ-TG271896/2020	G
USA/AZ-TG271898/2020	G
USA/AZ-TG271900/2020	G
USA/AZ-TG273286/2020	G
USA/AZ-TG273318/2020	G
USA/AZ-TG273304/2020	G
USA/AZ-TG273316/2020	G
USA/AZ-TG271886/2020	G
USA/AZ-TG271890/2020	G
USA/AZ-TG273310/2020	G
USA/AZ-TG271872/2020	G
USA/AZ-TG271854/2020	D
USA/AZ_8132/2020	D
USA/AZ_8135/2020	D
USA/CT_9849/2020	other
USA/AZ1/2020	D
USA/CA7/2020	D
USA/CA3/2020	D
USA/CA4/2020	D
USA/CA5/2020	D
USA/CA8/2020	D
USA/CA9/2020	D
USA/CA_2602/2020	D
USA/AZ-TG271864/2020	D
USA/CA-CDPH-UC9/2020	D
USA/CT-Yale-012/2020	D
USA/CT-Yale-037/2020	D
USA/CT-Yale-034/2020	D
USA/CT-Yale-045/2020	D
USA/CA1/2020	D
USA/CA2/2020	D
USA/AZ-TG271860/2020	G
USA/AZ-TG271878/2020	G
USA/CA-CDPH-UC2/2020	D
USA/AZ-WL171/2020	G
USA/CA-MG0987/2020	G
USA/CT-UW224/2020	G
USA/CT-UW259/2020	G
USA/CT-UW272/2020	G
USA/CT-UW-4344/2020	G
USA/CT-UW223/2020	G
USA/CZB-RR057-006/2020	G
USA/CZB-RR057-011/2020	G
USA/CZB-RR057-013/2020	other
USA/CT-UW238/2020	G
USA/CT-UW329/2020	G
USA/CT-UW273/2020	G
USA/CT-UW-4251/2020	G
USA/CT-UW-4372/2020	G
USA/CT-UW254/2020	G
USA/CT-UW327/2020	G
USA/CT-UW328/2020	G
USA/CT-UW-4244/2020	G
USA/CT-UW-4366/2020	G
USA/CT-UW159/2020	G
USA/CT-UW213/2020	G
USA/CT-UW258/2020	G
USA/CT-UW271/2020	G
USA/CZB-RR057-007/2020	G
USA/CA-CDPH-UC21/2020	D
USA/CT-UW-4347/2020	G
USA/CT-UW-4238/2020	G
USA/CT-UW-4346/2020	G
USA/CT-UW158/2020	D
USA/CT-UW303/2020	D
USA/CT-Yale-003/2020	D
USA/CZB-RR057-005/2020	D
USA/CT-UW331/2020	G
USA/CT-UW-3845/2020	D
USA/CA-CDPH-UC1/2020	D
USA/CA-CDPH-UC11/2020	D
USA/CA-CDPH-UC8/2020	D
USA/CA-CDPH-UC7/2020	D
USA/CA-CDPH-UC19/2020	D
USA/CA-CDPH-UC3/2020	D
USA/CA-CDPH-UC5/2020	D
USA/CA-CDPH-UC6/2020	D
USA/CA-CDPH-UC23/2020	D
USA/AZ-TG271435/2020	D
USA/CT-UW260/2020	D
USA/CT-UW-4341/2020	G
USA/CT-UW256/2020	G
USA/CA-CDPH-UC27/2020	G
USA/CA-CDPH-UC4/2020	D
USA/CA6/2020	D
USA/CT-Yale-016/2020	G
USA/CT-Yale-048/2020	G
USA/CT-Yale-023/2020	D
USA/CT-Yale-028/2020	D
USA/CT-Yale-002/2020	D
USA/CT-Yale-009/2020	D
USA/CT-Yale-007/2020	D
USA/CT-Yale-010/2020	D
USA/AZ-TG271862/2020	D
USA/CT-Yale-005/2020	D
USA/CA-CDPH-UC20/2020	D
USA/CA-CDPH-UC24/2020	G
USA/CA-SCCPHD-UC14/2020	D
USA/CT-UW-1365/2020	G
USA/CA-CDPH-UC28/2020	D
USA/CT-Yale-008/2020	D
USA/CT-UW250/2020	G
USA/CT-Yale-039/2020	G
Australia/VIC869/2020	D
Australia/VIC821/2020	G
Australia/VIC834/2020	G
Australia/VIC820/2020	G
Australia/VIC823/2020	G
Australia/VIC824/2020	G
Australia/VIC849/2020	G
Australia/VIC871/2020	G
Australia/VIC885/2020	G
Australia/VIC863/2020	G
Australia/VIC857/2020	G
Australia/VIC927/2020	G
Australia/VIC848/2020	G
Australia/VIC843/2020	G
Australia/VIC853/2020	G
Australia/VIC870/2020	G
Australia/VIC929/2020	G
Australia/VIC898/2020	G
Australia/VIC912/2020	G
Australia/VIC874/2020	G
Australia/VIC893/2020	G
Australia/VIC915/2020	G
Australia/VIC842/2020	G
Australia/VIC850/2020	G
Australia/VIC852/2020	G
Australia/VIC858/2020	G
Australia/VIC860/2020	G
Australia/VIC851/2020	G
Australia/VIC876/2020	G
Australia/VIC881/2020	G
Australia/VIC828/2020	G
Australia/VIC908/2020	G
Beijing/105/2020	D
Beijing/231/2020	D
Beijing/235/2020	D
Beijing/233/2020	D
Australia/VIC847/2020	D
Australia/VIC829/2020	G
Australia/VIC873/2020	G
Australia/VIC837/2020	G
Australia/VIC845/2020	G
Australia/VIC888/2020	G
Australia/VIC98/2020	G
Australia/VIC856/2020	G
Australia/VIC867/2020	G
Australia/VIC868/2020	G
Australia/VIC864/2020	G
Australia/VIC89/2020	G
Australia/VIC82/2020	D
Australia/VIC87/2020	D
Australia/VIC88/2020	D
Australia/VIC84/2020	D
Australia/VIC862/2020	D
Austria/CeMM0005/2020	D
Australia/WA01/2020	G
Australia/WA11/202	G
Australia/WA02/2020	G
Australia/WA06/2020	G
Australia/WA03/2020	G
Australia/WA04/2020	D
Australia/WA09/2020	D
Austria/CeMM0003/2020	G
Austria/CeMM0010/2020	G
Austria/CeMM0018/2020	G
Austria/CeMM0019/2020	G
Austria/CeMM0006/2020	G
Austria/CeMM0008/2020	G
Austria/CeMM0011/2020	G
Austria/CeMM0015/2020	G
Austria/CeMM0020/2020	G
Austria/CeMM0012/2020	G
Austria/CeMM0013/2020	G
Austria/CeMM0021/2020	G
Austria/CeMM0017/2020	G
Austria/CeMM0007/2020	G
Austria/CeMM0014/2020	G
Austria/CeMM0016/2020	G
Belgium/030959/2020	G
Belgium/BDW-030694/2020	G
Belgium/BS-030598/2020	G
Belgium/BGM-030444/2020	G
Belgium/CF-0324119/2020	G
Belgium/DA-030691/2020	G
Belgium/BEG-0323154/2020	G
Belgium/BEG-0324149/2020	G
Belgium/CK-0324150/2020	G
Belgium/AGR-0324174/2020	G
Belgium/BS-0325183/2020	G
Belgium/CCM-0324167/2020	G
Belgium/CJE-0325178/2020	G
Belgium/CJM-0323175/2020	G
Belgium/BCM-0324160/2020	G
Belgium/BJ-0325181/2020	D
Belgium/AC-030982/2020	D
Belgium/AKM-030670/2020	G
Belgium/BC-03016/2020	G
Belgium/BM-03012/2020	G
Belgium/BG-030551/2020	G
Belgium/CA-0319111/2020	G
Belgium/BJ-030767/2020	G
Belgium/BG-030955/2020	G
Belgium/CD-030679/2020	G
Austria/CeMM0002/2020	D
Belgium/CG-030158/2020	D
Austria/CeMM0001/2020	D
Austria/CeMM0009/2020	D
Beijing/Wuhan_IME-BJ01/2020	D
Beijing/Wuhan_IME-BJ05/2020	D
Beijing/Wuhan_IME-BJ02/2020	D
Beijing/Wuhan_IME-BJ04/2020	D
Beijing/Wuhan_IME-BJ03/2020	D
Beijing/Wuhan_IME-BJ07/2020	D
Belgium/BA-02291/2020	G
Belgium/BJ-0324192/2020	D
Australia/VIC883/2020	G
Australia/VIC916/2020	G
Australia/VIC922/2020	G
Australia/VIC95/2020	G
Australia/VIC99/2020	G
Australia/VIC846/2020	D
Australia/VIC895/2020	D
Australia/VIC878/2020	D
Australia/VIC879/2020	D
Australia/VIC894/2020	D
Australia/VIC97/2020	D
Australia/VIC96/2020	D
Australia/VIC872/2020	D
Australia/VIC899/2020	D
Australia/VIC854/2020	D
Australia/VIC887/2020	D
Australia/VIC836/2020	D
Australia/VIC875/2020	D
Australia/VIC886/2020	D
Australia/VIC85/2020	D
Australia/VIC86/2020	D
Australia/VIC93/2020	D
Australia/VIC891/2020	G
Australia/VIC884/2020	G
Belgium/BM-030687/2020	G
Australia/WA07/2020	D
Australia/WA10/2020	D
Australia/VIC83/2020	D
Australia/VIC844/2020	G
Australia/VIC890/2020	D
Australia/VIC892/2020	D
Australia/VIC913/2020	D
Australia/VIC928/2020	G
Austria/CeMM0004/2020	D
Australia/VIC877/2020	G
Australia/VIC909/2020	D
USA/NY-WCMP2D02P/2020	D
USA/NY-WCMP9A05P/2020	D
USA/NY-WCMP4A02N/2020	D
USA/NY-WCMP4D04P/2020	D
USA/NY-PV09188/2020	D
USA/NY-WCMP10G06P/2020	D
USA/NY-WCMP12B04P/2020	D
USA/NY-WCMP5H03P/2020	D
USA/NY-WCMP12G03P/2020	D
